Date,Open,High,Low,Close,Adj Close,Volume
2023-06-22,334.119995,340.119995,333.339996,339.709991,339.709991,23556800
2023-06-23,334.359985,337.959991,333.450012,335.019989,335.019989,23084700
2023-06-26,333.720001,336.109985,328.489990,328.600006,328.600006,21520600
