Date,Open,High,Low,Close,Adj Close,Volume
2022-12-27,238.699997,238.929993,235.830002,236.960007,235.852386,16688600
2022-12-28,236.889999,239.720001,234.169998,234.529999,233.433731,17457100
2022-12-29,235.649994,241.919998,235.649994,241.009995,239.883438,19770700
2022-12-30,238.210007,239.960007,236.660004,239.820007,238.699020,21938500
2023-01-03,243.080002,245.750000,237.399994,239.580002,238.460144,25740000
2023-01-04,232.279999,232.869995,225.960007,229.100006,228.029129,50623400
2023-01-05,227.199997,227.550003,221.759995,222.309998,221.270844,39585600
2023-01-06,223.000000,225.759995,219.350006,224.929993,223.878601,43613600
2023-01-09,226.449997,231.240005,226.410004,227.119995,226.058380,27369800
2023-01-10,227.759995,231.309998,227.330002,228.850006,227.780289,27033900
2023-01-11,231.289993,235.949997,231.110001,235.770004,234.667938,28669300
2023-01-12,235.259995,239.899994,233.559998,238.509995,237.395126,27269500
2023-01-13,237.000000,239.369995,234.919998,239.229996,238.111771,21333300
2023-01-17,237.970001,240.910004,237.089996,240.350006,239.226547,29831300
2023-01-18,241.570007,242.380005,235.520004,235.809998,234.707748,30028700
2023-01-19,233.779999,235.520004,230.679993,231.929993,230.845886,28623000
2023-01-20,234.860001,240.740005,234.509995,240.220001,239.097153,35389800
2023-01-23,241.100006,245.169998,239.649994,242.580002,241.446106,31934000
2023-01-24,242.500000,243.949997,240.440002,242.039993,240.908630,40234400
2023-01-25,234.479996,243.300003,230.899994,240.610001,239.485321,66526600
2023-01-26,243.649994,248.309998,242.000000,248.000000,246.840775,33454500
2023-01-27,248.990005,249.830002,246.830002,248.160004,247.000031,26498900
2023-01-30,244.509995,245.600006,242.199997,242.710007,241.575516,25867400
2023-01-31,243.449997,247.949997,242.949997,247.809998,246.651657,26541100
2023-02-01,248.000000,255.179993,245.470001,252.750000,251.568573,31259900
2023-02-02,258.820007,264.690002,257.250000,264.600006,263.363190,39940400
2023-02-03,259.540009,264.200012,257.100006,258.350006,257.142395,29077300
2023-02-06,257.440002,258.299988,254.779999,256.769989,255.569763,22518000
2023-02-07,260.529999,268.769989,260.079987,267.559998,266.309357,50841400
2023-02-08,273.200012,276.760010,266.209991,266.730011,265.483246,54686000
2023-02-09,273.799988,273.980011,262.799988,263.619995,262.387756,42375100
2023-02-10,261.529999,264.089996,260.660004,263.100006,261.870209,25818500
2023-02-13,267.640015,274.600006,267.149994,271.320007,270.051758,44630900
2023-02-14,272.670013,274.970001,269.279999,272.170013,270.897827,37047900
2023-02-15,268.320007,270.730011,266.179993,269.320007,268.732544,28922400
2023-02-16,264.019989,266.739990,261.899994,262.149994,261.578156,29603600
2023-02-17,259.390015,260.089996,256.000000,258.059998,257.497101,30000100
2023-02-21,254.479996,255.490005,251.589996,252.669998,252.118851,28397400
2023-02-22,254.089996,254.339996,250.339996,251.509995,250.961380,22491100
2023-02-23,255.559998,256.839996,250.479996,254.770004,254.214279,29219100
2023-02-24,249.960007,251.000000,248.100006,249.220001,248.676376,24990900
2023-02-27,252.460007,252.820007,249.389999,250.160004,249.614334,21190000
2023-02-28,249.070007,251.490005,248.729996,249.419998,248.875946,22491000
2023-03-01,250.759995,250.929993,245.789993,246.270004,245.732819,27565300
2023-03-02,246.550003,251.399994,245.610001,251.110001,250.562256,24808200
2023-03-03,252.190002,255.619995,251.389999,255.289993,254.733124,30760100
2023-03-06,256.429993,260.119995,255.979996,256.869995,256.309692,24109800
2023-03-07,256.299988,257.690002,253.389999,254.149994,253.595612,21473200
2023-03-08,254.039993,254.539993,250.809998,253.699997,253.146606,17340200
2023-03-09,255.820007,259.559998,251.580002,252.320007,251.769623,26653400
2023-03-10,251.080002,252.789993,247.600006,248.589996,248.047745,28333900
2023-03-13,247.399994,257.910004,245.729996,253.919998,253.366119,33339700
2023-03-14,256.750000,261.070007,255.860001,260.790009,260.221161,33620300
2023-03-15,259.980011,266.480011,259.209991,265.440002,264.860992,46028000
2023-03-16,265.209991,276.559998,263.279999,276.200012,275.597534,54768800
2023-03-17,278.260010,283.329987,276.320007,279.429993,278.820465,69527400
2023-03-20,276.980011,277.480011,269.850006,272.230011,271.636200,43466600
2023-03-21,274.880005,275.000000,269.519989,273.779999,273.182800,34558700
2023-03-22,273.399994,281.040009,272.179993,272.290009,271.696075,34873300
2023-03-23,277.940002,281.059998,275.200012,277.660004,277.054352,36610900
2023-03-24,277.239990,280.630005,275.279999,280.570007,279.958008,28172000
2023-03-27,280.500000,281.459991,275.519989,276.380005,275.777130,26840200
2023-03-28,275.790009,276.140015,272.049988,275.230011,274.629669,21878600
2023-03-29,278.959991,281.140015,278.410004,280.510010,279.898132,25087000
2023-03-30,284.230011,284.459991,281.480011,284.049988,283.430389,25053400
2023-03-31,283.730011,289.269989,283.000000,288.299988,287.671112,32766000
2023-04-03,286.519989,288.269989,283.950012,287.230011,286.603485,24883300
2023-04-04,287.230011,290.450012,285.670013,287.179993,286.553558,25824300
2023-04-05,285.850006,287.149994,282.920013,284.339996,283.719757,22064800
2023-04-06,283.209991,292.079987,282.029999,291.600006,290.963928,29770300
2023-04-10,289.209991,289.600006,284.709991,289.390015,288.758759,23103000
2023-04-11,285.750000,285.980011,281.640015,282.829987,282.213043,27276600
2023-04-12,284.790009,287.010010,281.959991,283.489990,282.871613,27403400
2023-04-13,283.589996,289.899994,283.170013,289.839996,289.207764,24222700
2023-04-14,287.000000,288.480011,283.690002,286.140015,285.515869,20987900
2023-04-17,289.929993,291.600006,286.160004,288.799988,288.170044,23836200
2023-04-18,291.570007,291.760010,287.010010,288.369995,287.740967,20161800
2023-04-19,285.989990,289.049988,284.540009,288.450012,287.820831,17150300
2023-04-20,285.250000,289.029999,285.079987,286.109985,285.485901,23244400
2023-04-21,285.010010,286.269989,283.059998,285.760010,285.136688,21676400
2023-04-24,282.089996,284.950012,278.720001,281.769989,281.155365,26611000
2023-04-25,279.510010,281.600006,275.369995,275.420013,274.819244,45772200
2023-04-26,296.700012,299.570007,292.730011,295.369995,294.725708,64599200
2023-04-27,295.970001,305.200012,295.250000,304.829987,304.165070,46462600
2023-04-28,304.010010,308.929993,303.309998,307.260010,306.589783,36446700
2023-05-01,306.970001,308.600006,305.149994,305.559998,304.893494,21294100
2023-05-02,307.760010,309.179993,303.910004,305.410004,304.743805,26404400
2023-05-03,306.619995,308.609985,304.089996,304.399994,303.736023,22360800
2023-05-04,306.239990,307.760010,303.399994,305.410004,304.743805,22519900
2023-05-05,305.720001,311.970001,304.269989,310.649994,309.972382,28181200
2023-05-08,310.130005,310.200012,306.089996,308.649994,307.976746,21318600
2023-05-09,308.000000,310.040009,306.309998,307.000000,306.330353,21340800
2023-05-10,308.619995,313.000000,307.670013,312.309998,311.628754,30078000
2023-05-11,310.100006,311.119995,306.260010,310.109985,309.433533,31680200
2023-05-12,310.549988,310.649994,306.600006,308.970001,308.296051,19758100
2023-05-15,309.100006,309.899994,307.589996,309.459991,308.784973,16336500
2023-05-16,309.829987,313.709991,309.829987,311.739990,311.059998,26730300
2023-05-17,312.290009,314.429993,310.739990,314.000000,314.000000,24315000
2023-05-18,314.529999,319.040009,313.720001,318.519989,318.519989,27276000
2023-05-19,316.739990,318.750000,316.369995,318.339996,318.339996,27529500
2023-05-22,318.600006,322.589996,318.010010,321.179993,321.179993,24115700
2023-05-23,320.029999,322.720001,315.250000,315.260010,315.260010,30797200
2023-05-24,314.730011,316.500000,312.609985,313.850006,313.850006,23384900
2023-05-25,323.239990,326.899994,320.000000,325.920013,325.920013,43301700
